                                                                                                                                                                                                                                Inflow, Water Elevation, Outflow
     9.36352253,  2752.23071289,    77.16335297
     9.35979462,  2752.21655273,    76.93825531
     9.35890102,  2752.20239258,    76.71337891
     9.35929871,  2752.18872070,    76.49647522
     9.35169792,  2752.17480469,    76.27591705
     9.35189819,  2752.16088867,    76.05558777
     9.34666157,  2752.14697266,    75.83547211
     9.33924961,  2752.13330078,    75.61942291
     9.33840942,  2752.11962891,    75.40360260
     9.31539440,  2752.10595703,    75.18799591
     9.26211357,  2752.09228516,    74.97259521
     9.21027184,  2752.07861328,    74.75740814
     9.14682865,  2752.06518555,    74.54627228
     9.08754921,  2752.05151367,    74.33152008
     9.06800461,  2752.03784180,    74.11697388
     9.07758808,  2752.02441406,    73.90646362
     9.14558601,  2752.01123047,    73.69998932
     9.12952995,  2751.99780273,    73.48989868
     9.06240177,  2751.98437500,    73.28001404
     9.03141212,  2751.97094727,    73.07033539
     9.03764725,  2751.95678711,    72.84944916
     9.06217384,  2751.94238281,    72.62498474
     9.08657551,  2751.92797852,    72.40076447
     9.09552765,  2751.91357422,    72.17678833
     9.09280109,  2751.89965820,    71.96063995
     9.09487629,  2751.88549805,    71.74092102
     9.09149075,  2751.87133789,    71.52143097
     9.09322548,  2751.85742188,    71.30596161
     9.09589005,  2751.84326172,    71.08693695
     9.10096741,  2751.82934570,    70.87191772
     9.09549999,  2751.81542969,    70.65711975
     9.09203148,  2751.80175781,    70.44631958
     9.08372879,  2751.78784180,    70.23197937
     9.05257225,  2751.77392578,    70.01786041
     9.01139641,  2751.76025391,    69.80771637
     8.96351528,  2751.74658203,    69.59780121
     8.91119480,  2751.73315430,    69.39183807
     8.86295128,  2751.71948242,    69.18235779
     8.83728790,  2751.70581055,    68.97309113
     8.81764793,  2751.69213867,    68.76405334
     8.80319595,  2751.67846680,    68.55522919
     8.79883099,  2751.66528320,    68.35407257
     8.85000515,  2751.65185547,    68.14940643
     8.91739655,  2751.63842773,    67.94494629
     8.92860603,  2751.62475586,    67.73699188
     8.96332550,  2751.61083984,    67.52555084
     8.93964291,  2751.59692383,    67.31434631
     8.90868473,  2751.58300781,    67.10336304
     8.89212608,  2751.56933594,    66.89631653
     8.88599491,  2751.55566406,    66.68948364
     8.87618923,  2751.54199219,    66.48287201
     8.86572933,  2751.52832031,    66.27648926
     8.86159706,  2751.51489258,    66.07400513
     8.85895538,  2751.50122070,    65.86806488
     8.85247612,  2751.48779297,    65.66601562
     8.83521461,  2751.47436523,    65.46418762
     8.82755756,  2751.46118164,    65.26624298
     8.81832886,  2751.44775391,    65.06483459
     8.78354454,  2751.43432617,    64.86365509
     8.74818325,  2751.42114258,    64.66633606
     8.70886230,  2751.40795898,    64.46923065
     8.65784836,  2751.39501953,    64.27597809
     8.61639786,  2751.38183594,    64.07929230
     8.59199524,  2751.36865234,    63.88281250
     8.57841492,  2751.35546875,    63.68654251
     8.57518768,  2751.34252930,    63.49411392
     8.55436230,  2751.32983398,    63.30551529
     8.55090523,  2751.31689453,    63.11348343
     8.57011986,  2751.30346680,    62.91442871
     8.58795643,  2751.29003906,    62.71559143
     8.60366631,  2751.27685547,    62.52058029
     8.61499882,  2751.26342773,    62.32217789
     8.60831165,  2751.25024414,    62.12759399
     8.59911060,  2751.23706055,    61.93322754
     8.59149933,  2751.22412109,    61.74266052
     8.58255863,  2751.21093750,    61.54871750
     8.58188820,  2751.19775391,    61.35498428
     8.57393837,  2751.18481445,    61.16504288
     8.56328869,  2751.17187500,    60.97531128
     8.56199265,  2751.15917969,    60.78935623
     8.54913235,  2751.14624023,    60.60003662
     8.53078842,  2751.13330078,    60.41091537
     8.51271820,  2751.12060547,    60.22556686
     8.47817612,  2751.10791016,    60.04041672
     8.44409561,  2751.09545898,    59.85902405
     8.41416168,  2751.08276367,    59.67426682
     8.43148613,  2751.07006836,    59.48971558
     8.54513359,  2751.05737305,    59.30535507
     8.68291569,  2751.04516602,    59.12828445
     9.22457504,  2751.03295898,    58.95139313
    11.52657700,  2751.02148438,    58.78528595
    11.45488739,  2751.01000977,    58.61934662
    11.68770409,  2750.99829102,    58.45003891
    14.16485405,  2750.98754883,    58.29499435
    11.96874046,  2750.97631836,    58.13305664
    15.38412476,  2750.96582031,    57.98182297
    25.54608917,  2750.95874023,    57.87990189
    29.23633575,  2750.95239258,    57.78858566
    24.20167542,  2750.94482422,    57.67976761
    20.97824287,  2750.93652344,    57.56050491
    15.77872562,  2750.92626953,    57.41329575
    11.69227219,  2750.91528320,    57.25572205
     9.84992409,  2750.90356445,    57.08781052
     9.06723022,  2750.89160156,    56.91657639
     8.72015762,  2750.87963867,    56.74552155
     8.67154503,  2750.86767578,    56.57465363
     9.01512337,  2750.85571289,    56.40396118
     9.24319744,  2750.84423828,    56.24040985
     9.43253422,  2750.83251953,    56.07354736
     9.43110847,  2750.82104492,    55.91033173
     9.26176643,  2750.80957031,    55.74728012
     9.38042355,  2750.79809570,    55.58440018
     9.27608681,  2750.78662109,    55.42168427
     9.05500221,  2750.77514648,    55.25913620
     9.09480572,  2750.76367188,    55.09675598
     9.44889259,  2750.75244141,    54.93799210
    11.10695648,  2750.74121094,    54.77939606
    12.39394379,  2750.73046875,    54.62783813
    10.69483089,  2750.71923828,    54.46955490
     9.57367420,  2750.70776367,    54.30799103
     9.04043388,  2750.69604492,    54.14316940
     8.72971439,  2750.68457031,    53.98195267
     8.54641628,  2750.67285156,    53.81747818
     8.45540142,  2750.66113281,    53.65317917
     8.41619015,  2750.64941406,    53.48905563
     8.39874840,  2750.63793945,    53.32852936
     8.38593864,  2750.62670898,    53.17157745
     8.38400078,  2750.61523438,    53.01138306
     8.40071774,  2750.60375977,    52.85136414
     8.43460464,  2750.59228516,    52.69150925
     8.41786003,  2750.58081055,    52.53182220
     8.38478374,  2750.56982422,    52.37909317
     8.35164547,  2750.55859375,    52.22313690
     8.32834721,  2750.54736328,    52.06733704
     8.76286602,  2750.53637695,    51.91508865
    10.19429302,  2750.52587891,    51.76975632
    11.72120857,  2750.51586914,    51.63130951
    12.75759983,  2750.50610352,    51.49636841
    12.69755840,  2750.49633789,    51.36155319
    10.61097527,  2750.48608398,    51.22013092
     9.36483383,  2750.47509766,    51.06875610
     8.86986160,  2750.46435547,    50.92090225
     8.69402695,  2750.45336914,    50.76984406
     8.62156296,  2750.44238281,    50.61894608
     8.57948399,  2750.43139648,    50.46820450
     8.54399109,  2750.42041016,    50.31761932
     8.52801132,  2750.40942383,    50.16719437
     8.62823677,  2750.39892578,    50.02360535
     9.57709789,  2750.38842773,    49.88016510
    11.60117722,  2750.37866211,    49.74685287
    11.68471909,  2750.36889648,    49.61367416
    11.44427299,  2750.35913086,    49.48062134
    10.86767197,  2750.34912109,    49.34437561
    10.20314693,  2750.33911133,    49.20825577
     9.55457020,  2750.32885742,    49.06895828
     9.03902626,  2750.31860352,    48.92979813
     8.80541706,  2750.30810547,    48.78747559
     9.16841221,  2750.29785156,    48.64859772
     9.51573849,  2750.28784180,    48.51316452
     9.75511074,  2750.27783203,    48.37786484
     9.54840088,  2750.26782227,    48.24269867
     9.07205105,  2750.25781250,    48.10766220
     8.79782009,  2750.24755859,    47.96947479
