                                                                                                                                                                                                                                Inflow, Water Elevation, Outflow
   162.55010986,  1335.18005371,   162.55010986
   161.70428467,  1335.18005371,   161.70428467
   160.85229492,  1335.18005371,   160.85229492
   159.99452209,  1335.18005371,   159.99452209
   159.13156128,  1335.18005371,   159.13156128
   158.26382446,  1335.18005371,   158.26382446
   157.39187622,  1335.18005371,   157.39187622
   156.51611328,  1335.18005371,   156.51611328
   155.63714600,  1335.18005371,   155.63714600
   154.75531006,  1335.18005371,   154.75531006
   153.87120056,  1335.18005371,   153.87120056
   152.98516846,  1335.18005371,   152.98516846
   152.09779358,  1335.18005371,   152.09779358
   151.20939636,  1335.18005371,   151.20939636
   150.32057190,  1335.18005371,   150.32057190
   149.43165588,  1335.18005371,   149.43165588
   148.54315186,  1335.18005371,   148.54315186
   147.65539551,  1335.18005371,   147.65539551
   146.76892090,  1335.18005371,   146.76892090
   145.88404846,  1335.18005371,   145.88404846
   145.00128174,  1335.18005371,   145.00128174
   144.12091064,  1335.18005371,   144.12091064
   143.24345398,  1335.18005371,   143.24345398
   142.36917114,  1335.18005371,   142.36917114
   141.49855042,  1335.18005371,   141.49855042
   140.63186646,  1335.18005371,   140.63186646
   139.76959229,  1335.18005371,   139.76959229
   138.91198730,  1335.18005371,   138.91198730
   138.05947876,  1335.18005371,   138.05947876
   137.21229553,  1335.18005371,   137.21229553
   136.37089539,  1335.18005371,   136.37089539
   135.53550720,  1335.18005371,   135.53550720
   134.70654297,  1335.18005371,   134.70654297
   133.88420105,  1335.18005371,   133.88420105
   133.06890869,  1335.18005371,   133.06890869
   132.26084900,  1335.18005371,   132.26084900
   131.46040344,  1335.18005371,   131.46040344
   130.66780090,  1335.18005371,   130.66780090
   129.88339233,  1335.18005371,   129.88339233
   129.10733032,  1335.18005371,   129.10733032
   128.33996582,  1335.18005371,   128.33996582
   127.58146667,  1335.18005371,   127.58146667
   126.83219910,  1335.18005371,   126.83219910
   126.09230804,  1335.18005371,   126.09230804
   125.36215210,  1335.18005371,   125.36215210
   124.64186859,  1335.18005371,   124.64186859
   123.93182373,  1335.18005371,   123.93182373
   123.23198700,  1335.18005371,   123.23198700
   122.54270172,  1335.18005371,   122.54270172
   121.86401367,  1335.18005371,   121.86401367
   121.19629669,  1335.18005371,   121.19629669
   120.53968811,  1335.18005371,   120.53968811
   119.89457703,  1335.18005371,   119.89457703
   119.26109314,  1335.18005371,   119.26109314
   118.63963318,  1335.18005371,   118.63963318
   118.03032684,  1335.18005371,   118.03032684
   117.43356323,  1335.18005371,   117.43356323
   116.84944153,  1335.18005371,   116.84944153
   116.27835083,  1335.18005371,   116.27835083
   115.72038269,  1335.18005371,   115.72038269
   115.17588806,  1335.18005371,   115.17588806
   114.64497375,  1335.18005371,   114.64497375
   114.12795258,  1335.18005371,   114.12795258
   113.62492371,  1335.18005371,   113.62492371
   113.13619995,  1335.18005371,   113.13619995
   112.66185760,  1335.18005371,   112.66185760
   112.20217896,  1335.18005371,   112.20217896
   111.75724792,  1335.18005371,   111.75724792
   111.32733917,  1335.18005371,   111.32733917
   110.91252136,  1335.18005371,   110.91252136
   110.51296234,  1335.18005371,   110.51296234
   110.12882233,  1335.18005371,   110.12882233
   109.76027679,  1335.18005371,   109.76027679
   109.40737152,  1335.18005371,   109.40737152
   109.07025146,  1335.18005371,   109.07025146
   108.74899292,  1335.18005371,   108.74899292
   108.44374084,  1335.18005371,   108.44374084
   108.15457153,  1335.18005371,   108.15457153
   107.88166046,  1335.18005371,   107.88166046
   107.62505341,  1335.18005371,   107.62505341
   107.38488770,  1335.18005371,   107.38488770
   107.16120911,  1335.18005371,   107.16120911
   106.95413971,  1335.18005371,   106.95413971
   106.76368713,  1335.18005371,   106.76368713
   106.58997345,  1335.18005371,   106.58997345
   106.43296051,  1335.18005371,   106.43296051
   106.29273224,  1335.18005371,   106.29273224
   106.16925049,  1335.18005371,   106.16925049
   106.06255341,  1335.18005371,   106.06255341
   105.97257233,  1335.18005371,   105.97257233
   105.89933014,  1335.18005371,   105.89933014
   105.84274292,  1335.18005371,   105.84274292
   105.80274963,  1335.18005371,   105.80274963
   105.77926636,  1335.18005371,   105.77926636
   105.77223969,  1335.18005371,   105.77223969
   105.78151703,  1335.18005371,   105.78151703
   105.80702209,  1335.18005371,   105.80702209
   105.84854889,  1335.18005371,   105.84854889
   105.90601349,  1335.18005371,   105.90601349
   105.97920227,  1335.18005371,   105.97920227
   106.06791687,  1335.18005371,   106.06791687
   106.17201233,  1335.18005371,   106.17201233
   106.29123688,  1335.18005371,   106.29123688
   106.42539978,  1335.18005371,   106.42539978
   106.57422638,  1335.18005371,   106.57422638
   106.73747253,  1335.18005371,   106.73747253
   106.91488647,  1335.18005371,   106.91488647
   107.10619354,  1335.18005371,   107.10619354
   107.31108093,  1335.18005371,   107.31108093
   107.52925873,  1335.18005371,   107.52925873
   107.76039124,  1335.18005371,   107.76039124
   108.00418091,  1335.18005371,   108.00418091
   108.26026154,  1335.18005371,   108.26026154
   108.52832031,  1335.18005371,   108.52832031
   108.80796051,  1335.18005371,   108.80796051
   109.09880829,  1335.18005371,   109.09880829
   109.40051270,  1335.18005371,   109.40051270
   109.71264648,  1335.18005371,   109.71264648
   110.03486633,  1335.18005371,   110.03486633
   110.36670685,  1335.18005371,   110.36670685
   110.70777893,  1335.18005371,   110.70777893
   111.05766296,  1335.18005371,   111.05766296
   111.41590118,  1335.18005371,   111.41590118
   111.78206635,  1335.18005371,   111.78206635
   112.15574646,  1335.18005371,   112.15574646
   112.53648376,  1335.18005371,   112.53648376
   112.92378235,  1335.18005371,   112.92378235
   113.31723785,  1335.18005371,   113.31723785
   113.71637726,  1335.18005371,   113.71637726
   114.12071228,  1335.18005371,   114.12071228
   114.52982330,  1335.18005371,   114.52982330
   114.94320679,  1335.18005371,   114.94320679
   115.36041260,  1335.18005371,   115.36041260
   115.78099060,  1335.18005371,   115.78099060
   116.20445251,  1335.18005371,   116.20445251
   116.63034821,  1335.18005371,   116.63034821
   117.05822754,  1335.18005371,   117.05822754
   117.48761749,  1335.18005371,   117.48761749
   117.91806030,  1335.18005371,   117.91806030
   118.34911346,  1335.18005371,   118.34911346
   118.78032684,  1335.18005371,   118.78032684
   119.21130371,  1335.18005371,   119.21130371
   119.64154816,  1335.18005371,   119.64154816
   120.07066345,  1335.18005371,   120.07066345
   120.49822235,  1335.18005371,   120.49822235
   120.92382050,  1335.18005371,   120.92382050
   121.34705353,  1335.18005371,   121.34705353
   121.76751709,  1335.18005371,   121.76751709
   122.18483734,  1335.18005371,   122.18483734
   122.59866333,  1335.18005371,   122.59866333
   123.00855255,  1335.18005371,   123.00855255
   123.41422272,  1335.18005371,   123.41422272
   123.81529999,  1335.18005371,   123.81529999
   124.21144867,  1335.18005371,   124.21144867
   124.60234070,  1335.18005371,   124.60234070
   124.98767090,  1335.18005371,   124.98767090
   125.36712646,  1335.18005371,   125.36712646
   125.74040985,  1335.18005371,   125.74040985
   126.10729218,  1335.18005371,   126.10729218
   126.46745300,  1335.18005371,   126.46745300
   126.82066345,  1335.18005371,   126.82066345
   127.16667938,  1335.18005371,   127.16667938
   127.50527191,  1335.18005371,   127.50527191
   127.83622742,  1335.18005371,   127.83622742
   128.15934753,  1335.18005371,   128.15934753
   128.47441101,  1335.18005371,   128.47441101
   128.78125000,  1335.18005371,   128.78125000
   129.07968140,  1335.18005371,   129.07968140
   129.36958313,  1335.18005371,   129.36958313
   129.65077209,  1335.18005371,   129.65077209
   129.92314148,  1335.18005371,   129.92314148
   130.18655396,  1335.18005371,   130.18655396
   130.44088745,  1335.18005371,   130.44088745
   130.68605042,  1335.18005371,   130.68605042
   130.92198181,  1335.18005371,   130.92198181
   131.14855957,  1335.18005371,   131.14855957
   131.36572266,  1335.18005371,   131.36572266
   131.57342529,  1335.18005371,   131.57342529
   131.77160645,  1335.18005371,   131.77160645
   131.96025085,  1335.18005371,   131.96025085
   132.13929749,  1335.18005371,   132.13929749
   132.30873108,  1335.18005371,   132.30873108
   132.46856689,  1335.18005371,   132.46856689
   132.61875916,  1335.18005371,   132.61875916
   132.75935364,  1335.18005371,   132.75935364
   132.89031982,  1335.18005371,   132.89031982
   133.01171875,  1335.18005371,   133.01171875
   133.12355042,  1335.18005371,   133.12355042
   133.22584534,  1335.18005371,   133.22584534
   133.31866455,  1335.18005371,   133.31866455
   133.40203857,  1335.18005371,   133.40203857
   133.47601318,  1335.18005371,   133.47601318
   133.54067993,  1335.18005371,   133.54067993
   133.59606934,  1335.18005371,   133.59606934
   133.64227295,  1335.18005371,   133.64227295
   133.67936707,  1335.18005371,   133.67936707
   133.70742798,  1335.18005371,   133.70742798
   133.72654724,  1335.18005371,   133.72654724
   133.73681641,  1335.18005371,   133.73681641
   133.73834229,  1335.18005371,   133.73834229
   133.73123169,  1335.18005371,   133.73123169
   133.71557617,  1335.18005371,   133.71557617
   133.69149780,  1335.18005371,   133.69149780
   133.65910339,  1335.18005371,   133.65910339
   133.61853027,  1335.18005371,   133.61853027
   133.56987000,  1335.18005371,   133.56987000
   133.51327515,  1335.18005371,   133.51327515
   133.44885254,  1335.18005371,   133.44885254
   133.37673950,  1335.18005371,   133.37673950
   133.29704285,  1335.18005371,   133.29704285
   133.20993042,  1335.18005371,   133.20993042
   133.11552429,  1335.18005371,   133.11552429
   133.01396179,  1335.18005371,   133.01396179
   132.90536499,  1335.18005371,   132.90536499
   132.78987122,  1335.18005371,   132.78987122
   132.66763306,  1335.18005371,   132.66763306
   132.53878784,  1335.18005371,   132.53878784
   132.40344238,  1335.18005371,   132.40344238
   132.26177979,  1335.18005371,   132.26177979
   132.11390686,  1335.18005371,   132.11390686
   131.95997620,  1335.18005371,   131.95997620
   131.80010986,  1335.18005371,   131.80010986
   131.63447571,  1335.18005371,   131.63447571
   131.46315002,  1335.18005371,   131.46315002
   131.28633118,  1335.18005371,   131.28633118
   131.10411072,  1335.18005371,   131.10411072
   130.91664124,  1335.18005371,   130.91664124
   130.72404480,  1335.18005371,   130.72404480
   130.52645874,  1335.18005371,   130.52645874
   130.32402039,  1335.18005371,   130.32402039
   130.11683655,  1335.18005371,   130.11683655
   129.90505981,  1335.18005371,   129.90505981
   129.68878174,  1335.18005371,   129.68878174
   129.46815491,  1335.18005371,   129.46815491
   129.24328613,  1335.18005371,   129.24328613
   129.01429749,  1335.18005371,   129.01429749
   128.78132629,  1335.18005371,   128.78132629
   128.54444885,  1335.18005371,   128.54444885
   128.30381775,  1335.18005371,   128.30381775
   128.05950928,  1335.18005371,   128.05950928
   127.81166840,  1335.18005371,   127.81166840
   127.56041718,  1335.18005371,   127.56041718
   127.30581665,  1335.18005371,   127.30581665
   127.04801178,  1335.18005371,   127.04801178
   126.78707123,  1335.18005371,   126.78707123
   126.52311707,  1335.18005371,   126.52311707
   126.25626373,  1335.18005371,   126.25626373
   125.98657227,  1335.18005371,   125.98657227
   125.71417236,  1335.18005371,   125.71417236
   125.43910980,  1335.18005371,   125.43910980
   125.16152191,  1335.18005371,   125.16152191
   124.88150787,  1335.18005371,   124.88150787
   124.59912109,  1335.18005371,   124.59912109
   124.31448364,  1335.18005371,   124.31448364
   124.02761078,  1335.18005371,   124.02761078
   123.73863983,  1335.18005371,   123.73863983
   123.44764709,  1335.18005371,   123.44764709
   123.15466309,  1335.18005371,   123.15466309
   122.85981750,  1335.18005371,   122.85981750
   122.56318665,  1335.18005371,   122.56318665
   122.26484680,  1335.18005371,   122.26484680
   121.96488953,  1335.18005371,   121.96488953
   121.66333771,  1335.18005371,   121.66333771
   121.36032867,  1335.18005371,   121.36032867
   121.05584717,  1335.18005371,   121.05584717
   120.75002289,  1335.18005371,   120.75002289
   120.44287109,  1335.18005371,   120.44287109
   120.13449097,  1335.18005371,   120.13449097
   119.82492065,  1335.18005371,   119.82492065
   119.51423645,  1335.18005371,   119.51423645
   119.20247650,  1335.18005371,   119.20247650
   118.88973236,  1335.18005371,   118.88973236
   118.57602692,  1335.18005371,   118.57602692
   118.26143646,  1335.18005371,   118.26143646
   117.94597626,  1335.18005371,   117.94597626
   117.62975311,  1335.18005371,   117.62975311
   117.31275940,  1335.18005371,   117.31275940
   116.99508667,  1335.18005371,   116.99508667
   116.67677307,  1335.18005371,   116.67677307
   116.35785675,  1335.18005371,   116.35785675
   116.03839111,  1335.18005371,   116.03839111
   115.71840668,  1335.18005371,   115.71840668
   115.39795685,  1335.18005371,   115.39795685
   115.07708740,  1335.18005371,   115.07708740
   114.75582123,  1335.18005371,   114.75582123
   114.43422699,  1335.18005371,   114.43422699
   114.11228943,  1335.18005371,   114.11228943
   113.79010773,  1335.18005371,   113.79010773
   113.46766663,  1335.18005371,   113.46766663
   113.14505768,  1335.18005371,   113.14505768
   112.82225800,  1335.18005371,   112.82225800
   112.49933624,  1335.18005371,   112.49933624
   112.17632294,  1335.18005371,   112.17632294
   111.85323334,  1335.18005371,   111.85323334
   111.53009796,  1335.18005371,   111.53009796
   111.20696259,  1335.18005371,   111.20696259
   110.88382721,  1335.18005371,   110.88382721
   110.56076813,  1335.18005371,   110.56076813
   110.23776245,  1335.18005371,   110.23776245
   109.91487885,  1335.18005371,   109.91487885
   109.59210205,  1335.18005371,   109.59210205
   109.26949310,  1335.18005371,   109.26949310
   108.94705200,  1335.18005371,   108.94705200
   108.62481689,  1335.18005371,   108.62481689
   108.30281830,  1335.18005371,   108.30281830
   107.98105621,  1335.18005371,   107.98105621
   107.65955353,  1335.18005371,   107.65955353
   107.33834076,  1335.18005371,   107.33834076
   107.01743317,  1335.18005371,   107.01743317
   106.69685364,  1335.18005371,   106.69685364
   106.37661743,  1335.18005371,   106.37661743
   106.05676270,  1335.18005371,   106.05676270
   105.73726654,  1335.18005371,   105.73726654
   105.41819763,  1335.18005371,   105.41819763
   105.09951019,  1335.18005371,   105.09951019
   104.78127289,  1335.18005371,   104.78127289
   104.46343231,  1335.18005371,   104.46343231
   104.14608765,  1335.18005371,   104.14608765
   103.82922363,  1335.18005371,   103.82922363
   103.51286316,  1335.18005371,   103.51286316
   103.19702911,  1335.18005371,   103.19702911
   102.88173676,  1335.18005371,   102.88173676
   102.56696320,  1335.18005371,   102.56696320
   102.25274658,  1335.18005371,   102.25274658
   101.93907928,  1335.18005371,   101.93907928
   101.62599945,  1335.18005371,   101.62599945
   101.31346893,  1335.18005371,   101.31346893
   101.00154877,  1335.18005371,   101.00154877
   100.69022369,  1335.18005371,   100.69022369
   100.37950897,  1335.18005371,   100.37950897
   100.06941986,  1335.18005371,   100.06941986
    99.75997162,  1335.18005371,    99.75997162
    99.45115662,  1335.18005371,    99.45115662
    99.14301300,  1335.18005371,    99.14301300
    98.83550262,  1335.18005371,    98.83550262
    98.52867889,  1335.18005371,    98.52867889
    98.22251892,  1335.18005371,    98.22251892
    97.91706848,  1335.18005371,    97.91706848
    97.61226654,  1335.18005371,    97.61226654
    97.30819702,  1335.18005371,    97.30819702
    97.00482941,  1335.18005371,    97.00482941
    96.70217133,  1335.18005371,    96.70217133
    96.40022278,  1335.18005371,    96.40022278
    96.09899902,  1335.18005371,    96.09899902
    95.79849243,  1335.18005371,    95.79849243
    95.49874115,  1335.18005371,    95.49874115
    95.19970703,  1335.18005371,    95.19970703
    94.90145874,  1335.18005371,    94.90145874
    94.60394287,  1335.18005371,    94.60394287
    94.30718994,  1335.18005371,    94.30718994
    94.01117706,  1335.18005371,    94.01117706
    93.71597290,  1335.18005371,    93.71597290
    93.42105103,  1335.18005371,    93.42105103
    93.12702942,  1335.18005371,    93.12702942
    92.83339691,  1335.18005371,    92.83339691
    92.53862000,  1335.18005371,    92.53862000
    92.24693298,  1335.18005371,    92.24693298
    91.95422363,  1335.18005371,    91.95422363
    91.66428375,  1335.18005371,    91.66428375
    91.37339783,  1335.18005371,    91.37339783
    91.08512115,  1335.18005371,    91.08512115
    90.79596710,  1335.18005371,    90.79596710
    90.50935364,  1335.18005371,    90.50935364
    90.22189331,  1335.18005371,    90.22189331
    89.93689728,  1335.18005371,    89.93689728
    89.65112305,  1335.18005371,    89.65112305
    89.36778259,  1335.18005371,    89.36778259
    89.08368683,  1335.18005371,    89.08368683
    88.80200958,  1335.18005371,    88.80200958
    88.51960754,  1335.18005371,    88.51960754
    88.23957062,  1335.18005371,    88.23957062
    87.95884705,  1335.18005371,    87.95884705
    87.68047333,  1335.18005371,    87.68047333
    87.40144348,  1335.18005371,    87.40144348
    87.12468719,  1335.18005371,    87.12468719
    86.84736633,  1335.18005371,    86.84736633
    86.57228851,  1335.18005371,    86.57228851
    86.29665375,  1335.18005371,    86.29665375
    86.02323151,  1335.18005371,    86.02323151
    85.74929047,  1335.18005371,    85.74929047
    85.47754669,  1335.18005371,    85.47754669
    85.20529938,  1335.18005371,    85.20529938
    84.93521881,  1335.18005371,    84.93521881
    84.66465759,  1335.18005371,    84.66465759
    84.39621735,  1335.18005371,    84.39621735
    84.12735748,  1335.18005371,    84.12735748
    83.86058807,  1335.18005371,    83.86058807
    83.59340668,  1335.18005371,    83.59340668
    83.32829285,  1335.18005371,    83.32829285
    83.06278992,  1335.18005371,    83.06278992
    82.79931641,  1335.18005371,    82.79931641
    82.53550720,  1335.18005371,    82.53550720
    82.27369690,  1335.18005371,    82.27369690
    82.01155853,  1335.18005371,    82.01155853
    81.75138092,  1335.18005371,    81.75138092
    81.49091339,  1335.18005371,    81.49091339
    81.23238373,  1335.18005371,    81.23238373
    80.97357941,  1335.18005371,    80.97357941
    80.71666718,  1335.18005371,    80.71666718
    80.45951080,  1335.18005371,    80.45951080
    80.20423889,  1335.18005371,    80.20423889
    79.94873047,  1335.18005371,    79.94873047
    79.69506836,  1335.18005371,    79.69506836
    79.44122314,  1335.18005371,    79.44122314
    79.18917084,  1335.18005371,    79.18917084
    78.93697357,  1335.18005371,    78.93697357
    78.68657684,  1335.18005371,    78.68657684
    78.43565369,  1335.18005371,    78.43565369
    78.18701935,  1335.18005371,    78.18701935
    77.93798065,  1335.18005371,    77.93798065
    77.68955231,  1335.18005371,    77.68955231
    77.44333649,  1335.18005371,    77.44333649
    77.19670868,  1335.18005371,    77.19670868
    76.95075226,  1335.18005371,    76.95075226
    76.70686340,  1335.18005371,    76.70686340
    76.46264648,  1335.18005371,    76.46264648
    76.21906281,  1335.18005371,    76.21906281
    75.97747803,  1335.18005371,    75.97747803
    75.73560333,  1335.18005371,    75.73560333
    75.49434662,  1335.18005371,    75.49434662
    75.25502777,  1335.18005371,    75.25502777
    75.01548004,  1335.18005371,    75.01548004
    74.77652740,  1335.18005371,    74.77652740
    74.53928375,  1335.18005371,    74.53928375
    74.30171967,  1335.18005371,    74.30171967
    74.06485748,  1335.18005371,    74.06485748
    73.82881927,  1335.18005371,    73.82881927
    73.59362793,  1335.18005371,    73.59362793
    73.35919952,  1335.18005371,    73.35919952
    73.12554932,  1335.18005371,    73.12554932
    72.89263153,  1335.18005371,    72.89263153
    72.66047668,  1335.18005371,    72.66047668
    72.42904663,  1335.18005371,    72.42904663
    72.19837189,  1335.18005371,    72.19837189
    71.96838379,  1335.18005371,    71.96838379
    71.73912048,  1335.18005371,    71.73912048
    71.51056671,  1335.18005371,    71.51056671
    71.28273773,  1335.18005371,    71.28273773
    71.05560303,  1335.18005371,    71.05560303
    70.82917023,  1335.18005371,    70.82917023
    70.60341644,  1335.18005371,    70.60341644
    70.37837982,  1335.18005371,    70.37837982
    70.15400696,  1335.18005371,    70.15400696
    69.93032837,  1335.18005371,    69.93032837
    69.70731354,  1335.18005371,    69.70731354
    69.48497772,  1335.18005371,    69.48497772
    69.26329803,  1335.18005371,    69.26329803
    69.04229736,  1335.18005371,    69.04229736
    68.82193756,  1335.18005371,    68.82193756
    68.60224152,  1335.18005371,    68.60224152
    68.38317871,  1335.18005371,    68.38317871
    68.16477966,  1335.18005371,    68.16477966
    67.94699860,  1335.18005371,    67.94699860
    67.72987366,  1335.18005371,    67.72987366
    67.51334381,  1335.18005371,    67.51334381
    67.29747009,  1335.18005371,    67.29747009
    67.08219147,  1335.18005371,    67.08219147
    66.86753845,  1335.18005371,    66.86753845
    66.65348816,  1335.18005371,    66.65348816
    66.44004822,  1335.18005371,    23.91101456
    66.22720337,  1335.18005371,    23.91101456
    66.01496887,  1335.18005371,    23.91101456
    65.80330658,  1335.18005371,    23.91101456
    65.59224701,  1335.18005371,    23.91101456
    65.38175964,  1335.18005371,    23.91101456
    65.17186737,  1335.18005371,    23.91101456
    64.96253204,  1335.18005371,    23.91101456
    64.75377655,  1335.18005371,    23.91101456
    64.54559326,  1335.18005371,    23.91101456
    64.33796692,  1335.18005371,    23.91101456
    64.13088989,  1335.18005371,    23.91101456
    63.92440033,  1335.18005371,    23.91101456
    63.71844101,  1335.18005371,    23.91101456
    63.51305008,  1335.18005371,    23.91101456
    63.30820084,  1335.18005371,    23.91101456
    63.10390854,  1335.18005371,    23.91101456
    62.90015030,  1335.18005371,    23.91101456
    62.69696045,  1335.18005371,    23.91101456
    62.49430084,  1335.18005371,    23.91101456
    62.29219055,  1335.18005371,    23.91101456
    62.09061050,  1335.18005371,    23.91101456
    61.88959122,  1335.18005371,    23.91101456
    61.68909073,  1335.18005371,    23.91101456
    61.48915863,  1335.18005371,    23.91101456
    61.28974915,  1335.18005371,    23.91101456
    61.09088898,  1335.18005371,    23.91101456
    60.89255905,  1335.18005371,    23.91101456
    60.69477844,  1335.18005371,    23.91101456
    60.49752045,  1335.18005371,    23.91101456
    60.30081177,  1335.18005371,    23.91101456
    60.10461044,  1335.18005371,    23.91101456
    59.90896988,  1335.18005371,    23.91101456
    59.71382904,  1335.18005371,    23.91101456
    59.51922989,  1335.18005371,    23.91101456
    59.32513046,  1335.18005371,    23.91101456
    59.13158035,  1335.18005371,    23.91101456
    58.93854904,  1335.18005371,    23.91101456
    58.74605942,  1335.18005371,    23.91101456
    58.55408096,  1335.18005371,    23.91101456
    58.36265945,  1335.18005371,    23.91101456
    58.17176819,  1335.18005371,    23.91101456
    57.98143005,  1335.18005371,    23.91101456
    57.79161835,  1335.18005371,    23.91101456
    57.60239029,  1335.18005371,    23.91101456
    57.41370010,  1335.18005371,    23.91101456
    57.22557831,  1335.18005371,    23.91101456
    57.03797913,  1335.18005371,    23.91101456
    56.85091019,  1335.18005371,    23.91101456
    56.66437912,  1335.18005371,    23.91101456
    56.47842026,  1335.18005371,    23.91101456
    56.29299927,  1335.18005371,    23.91101456
    56.10815048,  1335.18005371,    23.91101456
    55.92388153,  1335.18005371,    23.91101456
    55.74020004,  1335.18005371,    23.91101456
    55.55710983,  1335.18005371,    23.91101456
    55.37462997,  1335.18005371,    23.91101456
    55.19276047,  1335.18005371,    23.91101456
    55.01153183,  1335.18005371,    23.91101456
    54.83092117,  1335.18005371,    23.91101456
    54.65095901,  1335.18005371,    23.91101456
    54.47164154,  1335.18005371,    23.91101456
    54.29299927,  1335.18005371,    23.91101456
    54.11500168,  1335.18005371,    23.91101456
    53.93769073,  1335.18005371,    23.91101456
    53.76107025,  1335.18005371,    23.91101456
    53.58515930,  1335.18005371,    23.91101456
    53.40993118,  1335.18005371,    23.91101456
    53.23543167,  1335.18005371,    23.91101456
    53.06164932,  1335.18005371,    23.91101456
    52.88861084,  1335.18005371,    23.91101456
    52.71630096,  1335.18005371,    23.91101456
    52.54475021,  1335.18005371,    23.91101456
    52.37395859,  1335.18005371,    23.91101456
    52.20394897,  1335.18005371,    23.91101456
    52.03472137,  1335.18005371,    23.91101456
