 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
                3600,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       53.90311,***************,      274.55579,       -1.00000,        0.00000,       73.24945,       73.24945
                7200,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       53.91787,***************,      274.55579,       -1.00000,        0.00000,       53.91685,       53.91685
               10800,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       53.93703,***************,      274.55579,       -1.00000,        0.00000,       53.93602,       53.93602
               14400,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       53.95999,***************,      274.55579,       -1.00000,        0.00000,       53.95898,       53.95898
               18000,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       53.98431,***************,      274.55579,       -1.00000,        0.00000,       53.98330,       53.98330
               21600,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.00724,***************,      274.55579,       -1.00000,        0.00000,       54.00623,       54.00623
               25200,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.02739,***************,      274.55579,       -1.00000,        0.00000,       54.02639,       54.02639
               28800,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.04379,***************,      274.55579,       -1.00000,        0.00000,       54.04279,       54.04279
               32400,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.05707,***************,      274.55579,       -1.00000,        0.00000,       54.05608,       54.05608
               36000,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.06723,***************,      274.55579,       -1.00000,        0.00000,       54.06624,       54.06624
               39600,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.07528,***************,      274.55579,       -1.00000,        0.00000,       54.07429,       54.07429
               43200,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.08159,***************,      274.55579,       -1.00000,        0.00000,       54.08060,       54.08060
               46800,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.08641,***************,      274.55579,       -1.00000,        0.00000,       54.08542,       54.08542
               50400,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.08983,***************,      274.55579,       -1.00000,        0.00000,       54.08884,       54.08884
               54000,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.09233,***************,      274.55579,       -1.00000,        0.00000,       54.09135,       54.09135
               57600,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.09417,***************,      274.55579,       -1.00000,        0.00000,       54.09318,       54.09318
               61200,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.09581,***************,      274.55579,       -1.00000,        0.00000,       54.09482,       54.09482
               64800,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.09828,***************,      274.55579,       -1.00000,        0.00000,       54.09730,       54.09730
               68400,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10053,***************,      274.55579,       -1.00000,        0.00000,       54.09955,       54.09955
               72000,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10171,***************,      274.55579,       -1.00000,        0.00000,       54.10072,       54.10072
               75600,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10231,***************,      274.55579,       -1.00000,        0.00000,       54.10133,       54.10133
               79200,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10270,***************,      274.55579,       -1.00000,        0.00000,       54.10171,       54.10171
               82800,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10294,***************,      274.55579,       -1.00000,        0.00000,       54.10195,       54.10195
               86400,          1000000000,               86400,                   0,             1350180,                  13,        0.00000,       54.10284,***************,      274.55579,       -1.00000,        0.00000,       54.10185,       54.10185
               90000,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.10264,***************,      274.55579,       -1.00000,        0.00000,       54.10165,       54.10165
               93600,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.10239,***************,      274.55579,       -1.00000,        0.00000,       54.10141,       54.10141
               97200,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.10213,***************,      274.55579,       -1.00000,        0.00000,       54.10114,       54.10114
              100800,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.10183,***************,      274.55579,       -1.00000,        0.00000,       54.10085,       54.10085
              104400,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.10128,***************,      274.55579,       -1.00000,        0.00000,       54.10029,       54.10029
              108000,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.09965,***************,      274.55579,       -1.00000,        0.00000,       54.09866,       54.09866
              111600,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.09723,***************,      274.55579,       -1.00000,        0.00000,       54.09624,       54.09624
              115200,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.09513,***************,      274.55579,       -1.00000,        0.00000,       54.09415,       54.09415
              118800,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.09368,***************,      274.55579,       -1.00000,        0.00000,       54.09269,       54.09269
              122400,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.19564,***************,      274.55579,       -1.00000,        0.00000,       54.19467,       54.19467
              126000,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.30570,***************,      274.55579,       -1.00000,        0.00000,       54.30475,       54.30475
              129600,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       55.58597,***************,      274.55579,       -1.00000,        0.00000,       55.58524,       55.58524
              133200,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       55.75304,***************,      274.55579,       -1.00000,        0.00000,       55.75234,       55.75234
              136800,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       55.20536,***************,      274.55579,       -1.00000,        0.00000,       55.20457,       55.20457
              140400,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.57892,***************,      274.55579,       -1.00000,        0.00000,       54.57801,       54.57801
              144000,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.33662,***************,      274.55579,       -1.00000,        0.00000,       54.33568,       54.33568
              147600,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.22527,***************,      274.55579,       -1.00000,        0.00000,       54.22430,       54.22430
              151200,          1000000000,              172800,                   0,             1350180,                  14,        0.00000,       54.17181,***************,      274.55579,       -1.00000,        0.00000,       54.17083,       54.17083
