 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
              154800,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       55.75304,***************,      274.62000,        0.00000,        0.00000,       75.09971,       55.75304
              158400,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       55.20536,***************,      274.62000,        0.00000,        0.00000,       74.55193,       55.20536
              162000,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       54.57893,***************,      274.62000,        0.00000,        0.00000,       73.92539,       54.57893
              165600,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       54.33665,***************,      274.62000,        0.00000,        0.00000,       73.68306,       54.33665
              169200,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       54.22527,***************,      274.62000,        0.00000,        0.00000,       73.57166,       54.22527
              172800,          1000000000,              172800,                   0,             1350180,                   2,        0.95452,       54.17181,***************,      274.62000,        0.00000,        0.00000,       73.51820,       54.17181
              176400,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.14326,***************,      274.62000,        0.00000,        0.00000,       73.48964,       54.14326
              180000,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.12679,***************,      274.62000,        0.00000,        0.00000,       73.47317,       54.12679
              183600,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11689,***************,      274.62000,        0.00000,        0.00000,       73.46327,       54.11689
              187200,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11078,***************,      274.62000,        0.00000,        0.00000,       73.45715,       54.11078
              190800,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.10968,***************,      274.62000,        0.00000,        0.00000,       73.45606,       54.10968
              194400,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11039,***************,      274.62000,        0.00000,        0.00000,       73.45677,       54.11039
              198000,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11120,***************,      274.62000,        0.00000,        0.00000,       73.45758,       54.11120
              201600,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11205,***************,      274.62000,        0.00000,        0.00000,       73.45842,       54.11205
              205200,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11060,***************,      274.62000,        0.00000,        0.00000,       73.45697,       54.11060
              208800,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11202,***************,      274.62000,        0.00000,        0.00000,       73.45840,       54.11202
              212400,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.11053,***************,      274.62000,        0.00000,        0.00000,       73.45691,       54.11053
              216000,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.10826,***************,      274.62000,        0.00000,        0.00000,       73.45464,       54.10826
              219600,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.10374,***************,      274.62000,        0.00000,        0.00000,       73.45011,       54.10374
              223200,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.09830,***************,      274.62000,        0.00000,        0.00000,       73.44467,       54.09830
              226800,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.09354,***************,      274.62000,        0.00000,        0.00000,       73.43991,       54.09354
              230400,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08997,***************,      274.62000,        0.00000,        0.00000,       73.43634,       54.08997
              234000,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08717,***************,      274.62000,        0.00000,        0.00000,       73.43354,       54.08717
              237600,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08529,***************,      274.62000,        0.00000,        0.00000,       73.43166,       54.08529
              241200,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08405,***************,      274.62000,        0.00000,        0.00000,       73.43042,       54.08405
              244800,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08319,***************,      274.62000,        0.00000,        0.00000,       73.42957,       54.08319
              248400,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08250,***************,      274.62000,        0.00000,        0.00000,       73.42886,       54.08250
              252000,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08199,***************,      274.62000,        0.00000,        0.00000,       73.42836,       54.08199
              255600,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08331,***************,      274.62000,        0.00000,        0.00000,       73.42968,       54.08331
              259200,          1000000000,              259200,                   0,             1350180,                   3,        0.47233,       54.08511,***************,      274.62000,        0.00000,        0.00000,       73.43148,       54.08511
              262800,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08648,***************,      274.62000,        0.00000,        0.00000,       73.43285,       54.08648
              266400,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08738,***************,      274.62000,        0.00000,        0.00000,       73.43375,       54.08738
              270000,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08801,***************,      274.62000,        0.00000,        0.00000,       73.43438,       54.08801
              273600,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08850,***************,      274.62000,        0.00000,        0.00000,       73.43488,       54.08850
              277200,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08892,***************,      274.62000,        0.00000,        0.00000,       73.43530,       54.08892
              280800,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08926,***************,      274.62000,        0.00000,        0.00000,       73.43564,       54.08926
              284400,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08959,***************,      274.62000,        0.00000,        0.00000,       73.43596,       54.08959
              288000,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08987,***************,      274.62000,        0.00000,        0.00000,       73.43624,       54.08987
              291600,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.09009,***************,      274.62000,        0.00000,        0.00000,       73.43646,       54.09009
              295200,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.09034,***************,      274.62000,        0.00000,        0.00000,       73.43671,       54.09034
              298800,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.09032,***************,      274.62000,        0.00000,        0.00000,       73.43669,       54.09032
              302400,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08959,***************,      274.62000,        0.00000,        0.00000,       73.43596,       54.08959
              306000,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08812,***************,      274.62000,        0.00000,        0.00000,       73.43449,       54.08812
              309600,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08600,***************,      274.62000,        0.00000,        0.00000,       73.43237,       54.08600
              313200,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08400,***************,      274.62000,        0.00000,        0.00000,       73.43037,       54.08400
              316800,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08239,***************,      274.62000,        0.00000,        0.00000,       73.42876,       54.08239
              320400,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08121,***************,      274.62000,        0.00000,        0.00000,       73.42758,       54.08121
              324000,          1000000000,              345600,                   0,             1350180,                   4,        0.36210,       54.08035,***************,      274.62000,        0.00000,        0.00000,       73.42672,       54.08035
