 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
                3600,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.99588,***************,     2752.62817,       -1.00000,        0.00000,       83.57359,       83.57359
                7200,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.00142,***************,     2752.60645,       -1.00000,        0.00000,       83.21861,       83.21861
               10800,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.01065,***************,     2752.58496,       -1.00000,        0.00000,       82.86813,       82.86813
               14400,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.02138,***************,     2752.56348,       -1.00000,        0.00000,       82.51815,       82.51815
               18000,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.01988,***************,     2752.54224,       -1.00000,        0.00000,       82.16870,       82.16870
               21600,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.00103,***************,     2752.52100,       -1.00000,        0.00000,       81.82767,       81.82767
               25200,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       10.00236,***************,     2752.49976,       -1.00000,        0.00000,       81.48318,       81.48318
               28800,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.99951,***************,     2752.47876,       -1.00000,        0.00000,       81.14315,       81.14315
               32400,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.98968,***************,     2752.45776,       -1.00000,        0.00000,       80.80360,       80.80360
               36000,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.97971,***************,     2752.43701,       -1.00000,        0.00000,       80.46455,       80.46455
               39600,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.96794,***************,     2752.41626,       -1.00000,        0.00000,       80.13387,       80.13387
               43200,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.96252,***************,     2752.39551,       -1.00000,        0.00000,       79.79971,       79.79971
               46800,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.96623,***************,     2752.37500,       -1.00000,        0.00000,       79.46996,       79.46996
               50400,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.96941,***************,     2752.35449,       -1.00000,        0.00000,       79.14069,       79.14069
               54000,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.94854,***************,     2752.33423,       -1.00000,        0.00000,       78.81189,       78.81189
               57600,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.90587,***************,     2752.31396,       -1.00000,        0.00000,       78.49138,       78.49138
               61200,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.84524,***************,     2752.29370,       -1.00000,        0.00000,       78.16741,       78.16741
               64800,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.77689,***************,     2752.27368,       -1.00000,        0.00000,       77.84391,       77.84391
               68400,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.71810,***************,     2752.25366,       -1.00000,        0.00000,       77.52865,       77.52865
               72000,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.64818,***************,     2752.23364,       -1.00000,        0.00000,       77.20995,       77.20995
               75600,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.60777,***************,     2752.21387,       -1.00000,        0.00000,       76.89171,       76.89171
               79200,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,        9.65137,***************,     2752.19409,       -1.00000,        0.00000,       76.58167,       76.58167
               82800,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       15.31309,***************,     2752.17603,       -1.00000,        0.00000,       76.29526,       76.29526
               86400,          1000000000,               86400,                   0,             9050700,                  13,        0.00000,       18.23055,***************,     2752.15894,       -1.00000,        0.00000,       76.02468,       76.02468
               90000,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       13.09232,***************,     2752.14038,       -1.00000,        0.00000,       75.73129,       75.73129
               93600,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       11.27330,***************,     2752.12134,       -1.00000,        0.00000,       75.43057,       75.43057
               97200,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       10.44720,***************,     2752.10229,       -1.00000,        0.00000,       75.13028,       75.13028
              100800,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       10.07451,***************,     2752.08325,       -1.00000,        0.00000,       74.82655,       74.82655
              104400,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.91967,***************,     2752.06421,       -1.00000,        0.00000,       74.53092,       74.53092
              108000,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.85201,***************,     2752.04517,       -1.00000,        0.00000,       74.23187,       74.23187
              111600,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.81872,***************,     2752.02612,       -1.00000,        0.00000,       73.93324,       73.93324
              115200,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.79482,***************,     2752.00732,       -1.00000,        0.00000,       73.63885,       73.63885
              118800,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.77196,***************,     2751.98853,       -1.00000,        0.00000,       73.34486,       73.34486
              122400,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.76284,***************,     2751.96973,       -1.00000,        0.00000,       73.05128,       73.05128
              126000,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.75772,***************,     2751.95117,       -1.00000,        0.00000,       72.76192,       72.76192
              129600,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.74448,***************,     2751.93262,       -1.00000,        0.00000,       72.47295,       72.47295
              133200,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.73686,***************,     2751.91406,       -1.00000,        0.00000,       72.18437,       72.18437
              136800,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.72882,***************,     2751.89575,       -1.00000,        0.00000,       71.89999,       71.89999
              140400,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.69561,***************,     2751.87744,       -1.00000,        0.00000,       71.61600,       71.61600
              144000,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.74190,***************,     2751.85913,       -1.00000,        0.00000,       71.33241,       71.33241
              147600,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.81275,***************,     2751.84106,       -1.00000,        0.00000,       71.05297,       71.05297
              151200,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.72565,***************,     2751.82300,       -1.00000,        0.00000,       70.77392,       70.77392
              154800,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       10.56318,***************,     2751.80518,       -1.00000,        0.00000,       70.49900,       70.49900
              158400,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       12.05513,***************,     2751.78809,       -1.00000,        0.00000,       70.23198,       70.23198
              162000,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       11.84884,***************,     2751.77100,       -1.00000,        0.00000,       69.96906,       69.96906
              165600,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       10.89204,***************,     2751.75366,       -1.00000,        0.00000,       69.70648,       69.70648
              169200,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,       10.11142,***************,     2751.73608,       -1.00000,        0.00000,       69.43677,       69.43677
              172800,          1000000000,              172800,                   0,             9050700,                  14,        0.00000,        9.81209,***************,     2751.71851,       -1.00000,        0.00000,       69.16740,       69.16740
              176400,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.77371,***************,     2751.70093,       -1.00000,        0.00000,       68.89841,       68.89841
              180000,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.73586,***************,     2751.68359,       -1.00000,        0.00000,       68.63351,       68.63351
              183600,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.68482,***************,     2751.66626,       -1.00000,        0.00000,       68.36897,       68.36897
              187200,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.61640,***************,     2751.64893,       -1.00000,        0.00000,       68.10477,       68.10477
              190800,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.57142,***************,     2751.63159,       -1.00000,        0.00000,       67.84094,       67.84094
              194400,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.55957,***************,     2751.61450,       -1.00000,        0.00000,       67.58118,       67.58118
              198000,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.56092,***************,     2751.59741,       -1.00000,        0.00000,       67.32175,       67.32175
              201600,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.56948,***************,     2751.58032,       -1.00000,        0.00000,       67.06268,       67.06268
              205200,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.58283,***************,     2751.56348,       -1.00000,        0.00000,       66.80765,       66.80765
              208800,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.58766,***************,     2751.54663,       -1.00000,        0.00000,       66.55295,       66.55295
              212400,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.58711,***************,     2751.52979,       -1.00000,        0.00000,       66.29859,       66.29859
              216000,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.58294,***************,     2751.51318,       -1.00000,        0.00000,       66.04457,       66.04457
              219600,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.56895,***************,     2751.49658,       -1.00000,        0.00000,       65.79824,       65.79824
              223200,          1000000000,              259200,                   0,             9050700,                  15,        0.00000,        9.56786,***************,     2751.47998,       -1.00000,        0.00000,       65.54857,       65.54857
