 Current Time, Timeslice Update Time, Weight Update Time, Gage Lookback Seconds, Gage ID, Current Persistence Weight Index, Current Persistence Weight, Inflow, Storage, Water Elevation, Gage Discharge, Persisted Outflow, Levelpool Outflow, Weighted Outflow
                 900,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.22899,***************,     1331.18079,       10.00000,       10.00000,        1.81053,        8.91738
                1800,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.27005,***************,     1331.18152,       10.00000,       10.00000,        1.81057,        8.91739
                2700,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.31049,***************,     1331.18225,       10.00000,       10.00000,        1.81061,        8.91739
                3600,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.35042,***************,     1331.18298,       10.00000,       10.00000,        1.81065,        8.91740
                4500,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.38965,***************,     1331.18372,       10.00000,       10.00000,        1.81069,        8.91741
                5400,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.42819,***************,     1331.18445,       10.00000,       10.00000,        1.81073,        8.91741
                6300,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.46588,***************,     1331.18518,       10.00000,       10.00000,        1.81077,        8.91742
                7200,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.50273,***************,     1331.18591,       10.00000,       10.00000,        1.81081,        8.91742
                8100,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.53859,***************,     1331.18665,       10.00000,       10.00000,        1.81085,        8.91743
                9000,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.57346,***************,     1331.18738,       10.00000,       10.00000,        1.81089,        8.91743
                9900,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.60719,***************,     1331.18811,       10.00000,       10.00000,        1.81093,        8.91744
               10800,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.63979,***************,     1331.18884,       10.00000,       10.00000,        1.81097,        8.91744
               11700,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.67110,***************,     1331.18958,       10.00000,       10.00000,        1.81101,        8.91745
               12600,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.70110,***************,     1331.19031,       10.00000,       10.00000,        1.81104,        8.91745
               13500,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.72968,***************,     1331.19104,       10.00000,       10.00000,        1.81108,        8.91746
               14400,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.75679,***************,     1331.19177,       10.00000,       10.00000,        1.81112,        8.91746
               15300,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.78230,***************,     1331.19250,       10.00000,       10.00000,        1.81116,        8.91747
               16200,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.80617,***************,     1331.19324,       10.00000,       10.00000,        1.81120,        8.91747
               17100,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.82822,***************,     1331.19397,       10.00000,       10.00000,        1.81124,        8.91748
               18000,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.84842,***************,     1331.19470,       10.00000,       10.00000,        1.81128,        8.91748
               18900,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.86653,***************,     1331.19543,       10.00000,       10.00000,        1.81132,        8.91749
               19800,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.88255,***************,     1331.19617,       10.00000,       10.00000,        1.81136,        8.91749
               20700,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.89622,***************,     1331.19690,       10.00000,       10.00000,        1.81140,        8.91750
               21600,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.90752,***************,     1331.19763,       10.00000,       10.00000,        1.81144,        8.91751
               22500,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.91612,***************,     1331.19836,       10.00000,       10.00000,        1.81148,        8.91751
               23400,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.92200,***************,     1331.19910,       10.00000,       10.00000,        1.81152,        8.91752
               24300,          1000000000,               86400,                   0,            23432415,                   1,        0.86780,      189.92482,***************,     1331.19983,       10.00000,       10.00000,        1.81156,        8.91752
